País,Región,Provincia,Distrito,Ubigeo,Población
Perú,La Libertad,Santiago De Chuco,Mollepata,131005,2363
Perú,La Libertad,Santiago De Chuco,Quiruvilca,131006,13653
Perú,La Libertad,Santiago De Chuco,Santa Cruz De Chuca,131007,3007
Perú,La Libertad,Santiago De Chuco,Sitabamba,131008,3669
Perú,La Libertad,Gran Chimú,Cascas,131101,14434
Perú,La Libertad,Gran Chimú,Lucma,131102,4702
Perú,La Libertad,Gran Chimú,Marmot,131103,2607
Perú,La Libertad,Gran Chimú,Sayapullo,131104,6246
Perú,La Libertad,Virú,Virú,131201,61312
Perú,La Libertad,Virú,Chao,131202,43889
Perú,La Libertad,Virú,Guadalupito,131203,8060
Perú,Lambayeque,Chiclayo,Chiclayo,140101,296645
Perú,Lambayeque,Chiclayo,Chongoyape,140102,20168
Perú,Lambayeque,Chiclayo,Etén,140103,13887
Perú,Lambayeque,Chiclayo,Etén Puerto,140104,2484
Perú,Lambayeque,Chiclayo,José Leonardo Ortiz,140105,168322
Perú,Lambayeque,Chiclayo,La Victoria,140106,102183
Perú,Lambayeque,Chiclayo,Lagunas,140107,11246
Perú,Lambayeque,Chiclayo,Monsefú,140108,36817
Perú,Lambayeque,Chiclayo,Nueva Arica,140109,2571
Perú,Lambayeque,Chiclayo,Oyotún,140110,8191
Perú,Lambayeque,Chiclayo,Picsi,140111,15335
Perú,Lambayeque,Chiclayo,Pimentel,140112,54262
Perú,Lambayeque,Chiclayo,Reque,140113,18802
Perú,Lambayeque,Chiclayo,Santa Rosa,140114,14795
Perú,Lambayeque,Chiclayo,Saña,140115,12781
Perú,Lambayeque,Chiclayo,Cayaltí,140116,14832
Perú,Lambayeque,Chiclayo,Patapo,140117,26259
Perú,Lambayeque,Chiclayo,Pomalca,140118,28148
Perú,Lambayeque,Chiclayo,Pucalá,140119,9081
Perú,Lambayeque,Chiclayo,Tumán,140120,30407
Perú,Lambayeque,Ferreñafe,Ferreñafe,140201,39013
Perú,Lambayeque,Ferreñafe,Cañaris,140202,11861
Perú,Lambayeque,Ferreñafe,Incahuasi,140203,15335
Perú,Lambayeque,Ferreñafe,Manuel Antonio Mesones Muro,140204,4224
Perú,Lambayeque,Ferreñafe,Pitipo,140205,22357
Perú,Lambayeque,Ferreñafe,Pueblo Nuevo,140206,16231
Perú,Lambayeque,Lambayeque,Lambayeque,140301,87181
Perú,Lambayeque,Lambayeque,Chochope,140302,1720
Perú,Lambayeque,Lambayeque,Illimo,140303,9698
Perú,Lambayeque,Lambayeque,Jayanca,140304,21026
Perú,Lambayeque,Lambayeque,Mochumi,140305,21256
Perú,Lambayeque,Lambayeque,Mórrope,140306,59372
Perú,Lambayeque,Lambayeque,Motupe,140307,37028
Perú,Lambayeque,Lambayeque,Olmos,140308,58895
Perú,Lambayeque,Lambayeque,Pacora,140309,9706
Perú,Lambayeque,Lambayeque,Salas,140310,13916
Perú,Lambayeque,Lambayeque,San José,140311,19819
Perú,Lambayeque,Lambayeque,Túcume,140312,25700
Perú,Lima,Provincia De Lima,Lima,150101,265991
Perú,Lima,Provincia De Lima,Ancón,150102,100194
Perú,Lima,Provincia De Lima,Ate,150103,730256
Perú,Lima,Provincia De Lima,Barranco,150104,36968
Perú,Lima,Provincia De Lima,Breña,150105,96916
Perú,Lima,Provincia De Lima,Carabayllo,150106,446878
Perú,Lima,Provincia De Lima,Chaclacayo,150107,45963
Perú,Lima,Provincia De Lima,Chorrillos,150108,376076
Perú,Lima,Provincia De Lima,Cieneguilla,150109,41278
Perú,Lima,Provincia De Lima,Comas,150110,596186
Perú,Lima,Provincia De Lima,El Agustino,150111,236577
Perú,Lima,Provincia De Lima,Independencia,150112,233081
Perú,Lima,Provincia De Lima,Jesús María,150113,85952
Perú,Lima,Provincia De Lima,La Molina,150114,169055
Perú,Lima,Provincia De Lima,La Victoria,150115,190290
Perú,Lima,Provincia De Lima,Lince,150116,63721
Perú,Lima,Provincia De Lima,Los Olivos,150117,365339
Perú,Lima,Provincia De Lima,Lurigancho,150118,319335
Perú,Lima,Provincia De Lima,Lurín,150119,118398
Perú,Lima,Provincia De Lima,Magdalena Del Mar,150120,70296
Perú,Lima,Provincia De Lima,Pueblo Libre,150121,101000
Perú,Lima,Provincia De Lima,Miraflores,150122,118009
Perú,Lima,Provincia De Lima,Pachacámac,150123,162235
Perú,Lima,Provincia De Lima,Pucusana,150124,18487
Perú,Lima,Provincia De Lima,Puente Piedra,150125,428008
Perú,Lima,Provincia De Lima,Punta Hermosa,150126,24683
Perú,Lima,Provincia De Lima,Punta Negra,150127,9349
Perú,Lima,Provincia De Lima,Rímac,150128,185245
Perú,Lima,Provincia De Lima,San Bartolo,150129,9801
Perú,Lima,Provincia De Lima,San Borja,150130,134075
Perú,Lima,Provincia De Lima,San Isidro,150131,70840
Perú,Lima,Provincia De Lima,San Juan De Lurigancho,150132,1264060
Perú,Lima,Provincia De Lima,San Juan De Miraflores,150133,429975
Perú,Lima,Provincia De Lima,San Luis,150134,56691
Perú,Lima,Provincia De Lima,San Martín De Porres,150135,792514
Perú,Lima,Provincia De Lima,San Miguel,150136,186918
Perú,Lima,Provincia De Lima,Santa Anita,150137,231875
Perú,Lima,Provincia De Lima,Santa María Del Mar,150138,1284
Perú,Lima,Provincia De Lima,Santa Rosa,150139,46236
Perú,Lima,Provincia De Lima,Santiago De Surco,150140,431387
Perú,Lima,Provincia De Lima,Surquillo,150141,104171
Perú,Lima,Provincia De Lima,Villa El Salvador,150142,439013
Perú,Lima,Provincia De Lima,Villa María Del Triunfo,150143,457802
Perú,Lima,Barranca,Barranca,150201,77186
Perú,Lima,Barranca,Paramonga,150202,21389
Perú,Lima,Barranca,Pativilca,150203,18443
Perú,Lima,Barranca,Supe,150204,27993
Perú,Lima,Barranca,Supe Puerto,150205,14268
Perú,Lima,Cajatambo,Cajatambo,150301,1844
Perú,Lima,Cajatambo,Copa,150302,810
Perú,Lima,Cajatambo,Gorgor,150303,1508
Perú,Lima,Cajatambo,Huancapón,150304,884
Perú,Lima,Cajatambo,Manas,150305,941
Perú,Lima,Canta,Canta,150401,2198
Perú,Lima,Canta,Arahuay,150402,558
Perú,Lima,Canta,Huamantanga,150403,604
Perú,Lima,Canta,Huaros,150404,737
Perú,Lima,Canta,Lachaqui,150405,844
Perú,Lima,Canta,San Buenaventura,150406,614
Perú,Lima,Canta,Santa Rosa De Quives,150407,5759
Perú,Lima,Cañete,San Vicente De Cañete,150501,65823
Perú,Lima,Cañete,Asia,150502,11638
Perú,Lima,Cañete,Calango,150503,2457
Perú,Lima,Cañete,Cerro Azul,150504,10230
Perú,Lima,Cañete,Chilca,150505,27272
Perú,Lima,Cañete,Coayllo,150506,1128
Perú,Lima,Cañete,Imperial,150507,40142
Perú,Lima,Cañete,Lunahuana,150508,3946
Perú,Lima,Cañete,Mala,150509,36079
Perú,Lima,Cañete,Nuevo Imperial,150510,31807
Perú,Lima,Cañete,Pacarán,150511,1746
Perú,Lima,Cañete,Quilmana,150512,17041
Perú,Lima,Cañete,San Antonio,150513,4952
Perú,Lima,Cañete,San Luis,150514,13503
Perú,Lima,Cañete,Santa Cruz De Flores,150515,3403
Perú,Lima,Cañete,Zúñiga,150516,1276
Perú,Lima,Huaral,Huaral,150601,112517
Perú,Lima,Huaral,Atavillos Alto,150602,627
Perú,Lima,Huaral,Atavillos Bajo,150603,770
Perú,Lima,Huaral,Aucallama,150604,23320
Perú,Lima,Huaral,Chancay,150605,64722
Perú,Lima,Huaral,Ihuari,150606,1880
Perú,Lima,Huaral,Lampián,150607,283
Perú,Lima,Huaral,Pacaraos,150608,1391
Perú,Lima,Huaral,San Miguel De Acos,150609,613
Perú,Lima,Huaral,Santa Cruz De Andamarca,150610,708
Perú,Lima,Huaral,Sumbilca,150611,646
Perú,Lima,Huaral,Veintisiete De Noviembre,150612,355
Perú,Lima,Huarochirí,Matucana,150701,3887
Perú,Lima,Huarochirí,Antioquía,150702,1144
Perú,Lima,Huarochirí,Callahuanca,150703,599
Perú,Lima,Huarochirí,Carampoma,150704,295
Perú,Lima,Huarochirí,Chicla,150705,2728
Perú,Lima,Huarochirí,Cuenca,150706,474
Perú,Lima,Huarochirí,Huachupampa,150707,478
Perú,Lima,Huarochirí,Huanza,150708,686
Perú,Lima,Huarochirí,Huarochirí,150709,1136
Perú,Lima,Huarochirí,Lahuaytambo,150710,526
Perú,Lima,Huarochirí,Langa,150711,770
Perú,Lima,Huarochirí,Laraos,150712,513
Perú,Lima,Huarochirí,Mariatana,150713,1364
Perú,Lima,Huarochirí,Ricardo Palma,150714,6763
Perú,Lima,Huarochirí,San Andrés De Tupicocha,150715,1203
Perú,Lima,Huarochirí,San Antonio,150716,6106
Perú,Lima,Huarochirí,San Bartolomé,150717,1004
Perú,Lima,Huarochirí,San Damián,150718,1047
Perú,Lima,Huarochirí,San Juan De Iris,150719,612
Perú,Lima,Huarochirí,San Juan De Tantaranche,150720,320
Perú,Lima,Huarochirí,San Lorenzo De Quinti,150721,1063
Perú,Lima,Huarochirí,San Mateo,150722,3732
Perú,Lima,Huarochirí,San Mateo De Otao,150723,1228
Perú,Lima,Huarochirí,San Pedro De Casta,150724,811
Perú,Lima,Huarochirí,San Pedro De Huancayre,150725,180
Perú,Lima,Huarochirí,Sangallaya,150726,606
Perú,Lima,Huarochirí,Santa Cruz De Cocachacra,150727,2649
Perú,Lima,Huarochirí,Santa Eulalia,150728,13672
Perú,Lima,Huarochirí,Santiago De Anchucaya,150729,251
Perú,Lima,Huarochirí,Santiago De Tuna,150730,329
Perú,Lima,Huarochirí,Santo Domingo De Los Olleros,150731,3393
Perú,Lima,Huarochirí,Surco,150732,1267
Perú,Lima,Huaura,Huacho,150801,75963
Perú,Lima,Huaura,Ámbar,150802,1928
Perú,Lima,Huaura,Caleta De Carquín,150803,9821
Perú,Lima,Huaura,Checras,150804,813
Perú,Lima,Huaura,Hualmay,150805,29905
Perú,Lima,Huaura,Huaura,150806,39349
Perú,Lima,Huaura,Leoncio Prado,150807,1987
Perú,Lima,Huaura,Paccho,150808,1415
Perú,Lima,Huaura,Santa Leonor,150809,813
Perú,Lima,Huaura,Santa María,150810,41469
Perú,Lima,Huaura,Sayán,150811,26067
Perú,Lima,Huaura,Vegueta,150812,30479
Perú,Lima,Oyón,Oyón,150901,11824
Perú,Lima,Oyón,Andajes,150902,413
Perú,Lima,Oyón,Caujul,150903,451
Perú,Lima,Oyón,Cochamarca,150904,938
Perú,Lima,Oyón,Naván,150905,778
Perú,Lima,Oyón,Pachangara,150906,2183
Perú,Lima,Yauyos,Yauyos,151001,1127
Perú,Lima,Yauyos,Alis,151002,1470
Perú,Lima,Yauyos,Allauca,151003,934
Perú,Lima,Yauyos,Ayaviri,151004,466
Perú,Lima,Yauyos,Azángaro,151005,371
Perú,Lima,Yauyos,Cacra,151006,518
Perú,Lima,Yauyos,Carania,151007,133
Perú,Lima,Yauyos,Catahuasi,151008,1057
Perú,Lima,Yauyos,Chocos,151009,702
Perú,Lima,Yauyos,Cochas,151010,196
Perú,Lima,Yauyos,Colonia,151011,1008
Perú,Lima,Yauyos,Hongos,151012,293
Perú,Lima,Yauyos,Huampara,151013,114
Perú,Lima,Yauyos,Huancaya,151014,431
Perú,Lima,Yauyos,Huangascar,151015,637
Perú,Lima,Yauyos,Huantan,151016,955
Perú,Lima,Yauyos,Huañec,151017,439
Perú,Lima,Yauyos,Laraos,151018,444
Perú,Lima,Yauyos,Lincha,151019,346
Perú,Lima,Yauyos,Madean,151020,476
Perú,Lima,Yauyos,Miraflores,151021,171
Perú,Lima,Yauyos,Omas,151022,612
Perú,Lima,Yauyos,Putinza,151023,541
Perú,Lima,Yauyos,Quinches,151024,464
Perú,Lima,Yauyos,Quinocay,151025,372
Perú,Lima,Yauyos,San Joaquín,151026,136
Perú,Lima,Yauyos,San Pedro De Pilas,151027,236
Perú,Lima,Yauyos,Tanta,151028,509
Perú,Lima,Yauyos,Tauripampa,151029,473
Perú,Lima,Yauyos,Tomás,151030,395
Perú,Lima,Yauyos,Tupe,151031,453
Perú,Lima,Yauyos,Viñac,151032,1593
Perú,Lima,Yauyos,Vitis,151033,226
Perú,Loreto,Maynas,Iquitos,160101,164894
Perú,Loreto,Maynas,Alto Nanay,160102,3450
Perú,Loreto,Maynas,Fernando Lores,160103,12865
Perú,Loreto,Maynas,Indiana,160104,11436
Perú,Loreto,Maynas,Las Amazonas,160105,7917
Perú,Loreto,Maynas,Mazán,160106,14238
Perú,Loreto,Maynas,Napo,160107,18280
Perú,Loreto,Maynas,Punchana,160108,91846
Perú,Loreto,Maynas,Torres Causana,160110,5074
Perú,Loreto,Maynas,Belén,160112,71321
Perú,Loreto,Maynas,San Juan Bautista,160113,165140
Perú,Loreto,Alto Amazonas,Yurimaguas,160201,113141
Perú,Loreto,Alto Amazonas,Balsapuerto,160202,17673
Perú,Loreto,Alto Amazonas,Jeberos,160205,4759
Perú,Loreto,Alto Amazonas,Lagunas,160206,13788
Perú,Loreto,Alto Amazonas,Santa Cruz,160210,4317
Perú,Loreto,Alto Amazonas,Teniente César López Rojas,160211,6295
Perú,Loreto,Loreto,Nauta,160301,34639
Perú,Loreto,Loreto,Parinari,160302,5865
Perú,Loreto,Loreto,Tigre,160303,7665
Perú,Loreto,Loreto,Trompeteros,160304,11575
Perú,Loreto,Loreto,Urarinas,160305,14285
Perú,Loreto,Mariscal Ramón Castilla,Ramón Castilla,160401,25319
Perú,Loreto,Mariscal Ramón Castilla,Pebas,160402,12277
Perú,Loreto,Mariscal Ramón Castilla,Yavari,160403,9876
Perú,Loreto,Mariscal Ramón Castilla,San Pablo,160404,12808
Perú,Loreto,Requena,Requena,160501,28280
Perú,Loreto,Requena,Alto Tapiche,160502,1522
Perú,Loreto,Requena,Capelo,160503,2039
Perú,Loreto,Requena,Emilio San Martín,160504,6753
Perú,Loreto,Requena,Maquia,160505,8807
Perú,Loreto,Requena,Puinahua,160506,4362
Perú,Loreto,Requena,Saquena,160507,2890
Perú,Loreto,Requena,Soplín,160508,714
Perú,Loreto,Requena,Tapiche,160509,912
Perú,Loreto,Requena,Jenaro Herrera,160510,5018
Perú,Loreto,Requena,Yaquerana,160511,2193
Perú,Loreto,Ucayali,Contamana,160601,29587
Perú,Loreto,Ucayali,Inahuaya,160602,1649
Perú,Loreto,Ucayali,Padre Márquez,160603,2981
Perú,Loreto,Ucayali,Pampa Hermosa,160604,5933
Perú,Loreto,Ucayali,Sarayacu,160605,15351
Perú,Loreto,Ucayali,Vargas Guerra,160606,7419
Perú,Loreto,Datem Del Marañón,Barranca,160701,16745
Perú,Loreto,Datem Del Marañón,Cahuapanas,160702,8131
Perú,Loreto,Datem Del Marañón,Manseriche,160703,9543
Perú,Loreto,Datem Del Marañón,Morona,160704,4147
Perú,Loreto,Datem Del Marañón,Pastaza,160705,6082
Perú,Loreto,Datem Del Marañón,Andoas,160706,16888
Perú,Loreto,Putumayo,Putumayo,160801,4495
Perú,Loreto,Putumayo,Rosa Panduro,160802,595
Perú,Loreto,Putumayo,Teniente Manuel Clavero,160803,2173
Perú,Loreto,Putumayo,Yaguas,160804,1640
Perú,Madre De Dios,Tambopata,Tambopata,170101,113397
Perú,Madre De Dios,Tambopata,Inambari,170102,17903
Perú,Madre De Dios,Tambopata,Las Piedras,170103,24671
Perú,Madre De Dios,Tambopata,Laberinto,170104,6932
Perú,Madre De Dios,Manu,Manu,170201,2258
Perú,Madre De Dios,Manu,Fitzcarrald,170202,1598
Perú,Madre De Dios,Manu,Madre De Dios,170203,6210
Perú,Madre De Dios,Manu,Huepetuhe,170204,11189
Perú,Madre De Dios,Tahuamanu,Iñapari,170301,3553
Perú,Madre De Dios,Tahuamanu,Iberia,170302,5602
Perú,Madre De Dios,Tahuamanu,Tahuamanu,170303,3783
Perú,Moquegua,Mariscal Nieto,Moquegua,180101,49022
Perú,Moquegua,Mariscal Nieto,Carumas,180102,2096
Perú,Moquegua,Mariscal Nieto,Cuchumbaya,180103,658
Perú,Moquegua,Mariscal Nieto,Samegua,180104,10372
Perú,Moquegua,Mariscal Nieto,San Cristóbal,180105,1387
Perú,Moquegua,Mariscal Nieto,Torata,180106,6688
Perú,Moquegua,Mariscal Nieto,San Antonio,180107,29775
Perú,Moquegua,General Sánchez Cerro,Omate,180201,2908
Perú,Moquegua,General Sánchez Cerro,Chojata,180202,466
Perú,Moquegua,General Sánchez Cerro,Coalaque,180203,891
Perú,Moquegua,General Sánchez Cerro,Ichuña,180204,2787
Perú,Moquegua,General Sánchez Cerro,La Capilla,180205,401
Perú,Moquegua,General Sánchez Cerro,Lloque,180206,377
Perú,Moquegua,General Sánchez Cerro,Matalaque,180207,315
Perú,Moquegua,General Sánchez Cerro,Puquina,180208,2371
Perú,Moquegua,General Sánchez Cerro,Quinistaquillas,180209,386
Perú,Moquegua,General Sánchez Cerro,Ubinas,180210,1256
Perú,Moquegua,General Sánchez Cerro,Yunga,180211,686
Perú,Moquegua,Ilo,Ilo,180301,72506
Perú,Moquegua,Ilo,El Algarrobal,180302,11262
Perú,Moquegua,Ilo,Pacocha,180303,4519
Perú,Pasco,Pasco,Chaupimarca,190101,25831
Perú,Pasco,Pasco,Huachón,190102,4500
Perú,Pasco,Pasco,Huariaca,190103,6474
Perú,Pasco,Pasco,Huayllay,190104,8900
Perú,Pasco,Pasco,Ninacaca,190105,4152
Perú,Pasco,Pasco,Pallanchacra,190106,1147
Perú,Pasco,Pasco,Paucartambo,190107,7199
Perú,Pasco,Pasco,San Francisco De Asís De Yarusyacán,190108,2650
Perú,Pasco,Pasco,Simon Bolívar,190109,12126
Perú,Pasco,Pasco,Ticlacayán,190110,1980
Perú,Pasco,Pasco,Tinyahuarco,190111,7532
Perú,Pasco,Pasco,Vicco,190112,4094
Perú,Pasco,Pasco,Yanacancha,190113,30945
Perú,Pasco,Daniel Alcides Carrión,Yanahuanca,190201,10243
Perú,Pasco,Daniel Alcides Carrión,Chacayán,190202,1378
Perú,Pasco,Daniel Alcides Carrión,Goyllarisquizga,190203,1172
Perú,Pasco,Daniel Alcides Carrión,Paucar,190204,1583
Perú,Pasco,Daniel Alcides Carrión,San Pedro De Pillao,190205,1233
Perú,Pasco,Daniel Alcides Carrión,Santa Ana De Tusi,190206,24901
Perú,Pasco,Daniel Alcides Carrión,Tapuc,190207,1733
Perú,Pasco,Daniel Alcides Carrión,Vilcabamba,190208,2111
Perú,Pasco,Oxapampa,Oxapampa,190301,17930
Perú,Pasco,Oxapampa,Chontabamba,190302,7007
Perú,Pasco,Oxapampa,Huancabamba,190303,7202
Perú,Pasco,Oxapampa,Palcazu,190304,7735
Perú,Pasco,Oxapampa,Pozuzo,190305,3784
Perú,Pasco,Oxapampa,Puerto Bermúdez,190306,22977
Perú,Pasco,Oxapampa,Villa Rica,190307,18341
Perú,Pasco,Oxapampa,Constitución,190308,18532
Perú,Piura,Piura,Piura,200101,191048
Perú,Piura,Piura,Castilla,200104,201735
Perú,Piura,Piura,Catacaos,200105,84277
Perú,Piura,Piura,Cura Mori,200107,20698
Perú,Piura,Piura,El Tallán,200108,5660
Perú,Piura,Piura,La Arena,200109,42668
Perú,Piura,Piura,La Union,200110,46354
Perú,Piura,Piura,Las Lomas,200111,29470
Perú,Piura,Piura,Tambo Grande,200114,131366
Perú,Piura,Piura,Veintiséis De Octubre,200115,205779
Perú,Piura,Ayabaca,Ayabaca,200201,31416
Perú,Piura,Ayabaca,Frías,200202,21013
Perú,Piura,Ayabaca,Jilili,200203,2608
Perú,Piura,Ayabaca,Lagunas,200204,5619
Perú,Piura,Ayabaca,Montero,200205,6459
Perú,Piura,Ayabaca,Pacaipampa,200206,22957
Perú,Piura,Ayabaca,Paimas,200207,10695
Perú,Piura,Ayabaca,Sapillica,200208,10967
Perú,Piura,Ayabaca,Sicchez,200209,1491
Perú,Piura,Ayabaca,Suyo,200210,12108
Perú,Piura,Huancabamba,Huancabamba,200301,29316
Perú,Piura,Huancabamba,Canchaque,200302,7266
Perú,Piura,Huancabamba,El Carmen De La Frontera,200303,11563
Perú,Piura,Huancabamba,Huarmaca,200304,36992
Perú,Piura,Huancabamba,Lalaquiz,200305,3936
Perú,Piura,Huancabamba,San Miguel De El Faique,200306,9517
Perú,Piura,Huancabamba,Sondor,200307,7160
Perú,Piura,Huancabamba,Sondorillo,200308,11415
Perú,Piura,Morropón,Chulucanas,200401,92419
Perú,Piura,Morropón,Buenos Aires,200402,10661
Perú,Piura,Morropón,Chalaco,200403,7193
Perú,Piura,Morropón,La Matanza,200404,15713
Perú,Piura,Morropón,Morropón,200405,16616
Perú,Piura,Morropón,Salitral,200406,9292
Perú,Piura,Morropón,San Juan De Bigote,200407,6649
Perú,Piura,Morropón,Santa Catalina De Mossa,200408,3675
Perú,Piura,Morropón,Santo Domingo,200409,5458
Perú,Piura,Morropón,Yamango,200410,8409
Perú,Piura,Paita,Paita,200501,111455
Perú,Piura,Paita,Amotape,200502,2596
Perú,Piura,Paita,Arenal,200503,1281
Perú,Piura,Paita,Colán,200504,17775
Perú,Piura,Paita,La Huaca,200505,14824
Perú,Piura,Paita,Tamarindo,200506,5605
Perú,Piura,Paita,Vichayal,200507,6490
Perú,Piura,Sullana,Sullana,200601,196599
Perú,Piura,Sullana,Bellavista,200602,39653
Perú,Piura,Sullana,Ignacio Escudero,200603,22562
Perú,Piura,Sullana,Lancones,200604,13388
Perú,Piura,Sullana,Marcavelica,200605,33705
Perú,Piura,Sullana,Miguel Checa,200606,10849
Perú,Piura,Sullana,Querecotillo,200607,29007
Perú,Piura,Sullana,Salitral,200608,8030
Perú,Piura,Talara,Pariñas,200701,108828
Perú,Piura,Talara,El Alto,200702,9384
Perú,Piura,Talara,La Brea,200703,13382
Perú,Piura,Talara,Lobitos,200704,1370
Perú,Piura,Talara,Los Órganos,200705,12094
Perú,Piura,Talara,Máncora,200706,14927
Perú,Piura,Sechura,Sechura,200801,56721
Perú,Piura,Sechura,Bellavista De La Unión,200802,5605
Perú,Piura,Sechura,Bernal,200803,8197
Perú,Piura,Sechura,Cristo Nos Valga,200804,5453
Perú,Piura,Sechura,Vice,200805,19325
Perú,Piura,Sechura,Rinconada Llicuar,200806,3235
Perú,Puno,Puno,Puno,210101,141629
Perú,Puno,Puno,Acora,210102,20348
Perú,Puno,Puno,Amantani,210103,2966
Perú,Puno,Puno,Atuncolla,210104,4231
Perú,Puno,Puno,Capachica,210105,5727
Perú,Puno,Puno,Chucuito,210106,6689
Perú,Puno,Puno,Coata,210107,6253
Perú,Puno,Puno,Huata,210108,2181
Perú,Puno,Puno,Mañazo,210109,4921
Perú,Puno,Puno,Paucarcolla,210110,3910
Perú,Puno,Puno,Pichacani,210111,5972
Perú,Puno,Puno,Platería,210112,6553
Perú,Puno,Puno,San Antonio,210113,2538
Perú,Puno,Puno,Tiquillaca,210114,1392
Perú,Puno,Puno,Vilque,210115,2736
Perú,Puno,Azángaro,Azángaro,210201,32616
Perú,Puno,Azángaro,Achaya,210202,2504
Perú,Puno,Azángaro,Arapa,210203,6795
Perú,Puno,Azángaro,Asillo,210204,13743
Perú,Puno,Azángaro,Caminaca,210205,2782
Perú,Puno,Azángaro,Chupa,210206,4324
Perú,Puno,Azángaro,José Domingo Choquehuanca,210207,4672
Perú,Puno,Azángaro,Muñani,210208,6700
Perú,Puno,Azángaro,Potoni,210209,2952
Perú,Puno,Azángaro,Samán,210210,7763
Perú,Puno,Azángaro,San Antón,210211,6909
Perú,Puno,Azángaro,San José,210212,4662
Perú,Puno,Azángaro,San Juan De Salinas,210213,2600
Perú,Puno,Azángaro,Santiago De Pupuja,210214,4194
Perú,Puno,Azángaro,Tirapata,210215,2937
Perú,Puno,Carabaya,Macusani,210301,14863
Perú,Puno,Carabaya,Ajoyani,210302,2635
Perú,Puno,Carabaya,Ayapata,210303,9564
Perú,Puno,Carabaya,Coasa,210304,4635
Perú,Puno,Carabaya,Corani,210305,5054
Perú,Puno,Carabaya,Crucero,210306,10546
Perú,Puno,Carabaya,Ituata,210307,9296
Perú,Puno,Carabaya,Ollachea,210308,7009
Perú,Puno,Carabaya,San Gabán,210309,9385
Perú,Puno,Carabaya,Usicayos,210310,7359
Perú,Puno,Chucuito,Juli,210401,20060
Perú,Puno,Chucuito,Desaguadero,210402,11872
Perú,Puno,Chucuito,Huacullani,210403,7497
Perú,Puno,Chucuito,Kelluyo,210404,4798
Perú,Puno,Chucuito,Pisacoma,210405,7377
Perú,Puno,Chucuito,Pomata,210406,13400
Perú,Puno,Chucuito,Zepita,210407,17215
Perú,Puno,El Collao,Ilave,210501,46825
Perú,Puno,El Collao,Capazo,210502,946
Perú,Puno,El Collao,Pilcuyo,210503,9905
Perú,Puno,El Collao,Santa Rosa,210504,2573
Perú,Puno,El Collao,Conduriri,210505,2013
Perú,Puno,Huancané,Huancané,210601,18328
Perú,Puno,Huancané,Cojata,210602,3881
Perú,Puno,Huancané,Huatasani,210603,2855
Perú,Puno,Huancané,Inchupalla,210604,2331
Perú,Puno,Huancané,Pusi,210605,4686
Perú,Puno,Huancané,Rosaspata,210606,3610
Perú,Puno,Huancané,Taraco,210607,13115
Perú,Puno,Huancané,Vilque Chico,210608,6901
Perú,Puno,Lampa,Lampa,210701,11610
Perú,Puno,Lampa,Cabanilla,210702,6014
Perú,Puno,Lampa,Calapuja,210703,1838
Perú,Puno,Lampa,Nicasio,210704,2183
Perú,Puno,Lampa,Ocuviri,210705,2166
Perú,Puno,Lampa,Palca,210706,1365
Perú,Puno,Lampa,Paratia,210707,1901
Perú,Puno,Lampa,Pucará,210708,4975
Perú,Puno,Lampa,Santa Lucía,210709,7090
Perú,Puno,Lampa,Vilavila,210710,902
Perú,Puno,Melgar,Ayaviri,210801,26440
Perú,Puno,Melgar,Antauta,210802,5934
Perú,Puno,Melgar,Cupi,210803,1833
Perú,Puno,Melgar,Llalli,210804,2118
Perú,Puno,Melgar,Macari,210805,6888
Perú,Puno,Melgar,Nuñoa,210806,7439
Perú,Puno,Melgar,Orurillo,210807,6665
Perú,Puno,Melgar,Santa Rosa,210808,6053
Perú,Puno,Melgar,Umachiri,210809,3758
Perú,Puno,Moho,Moho,210901,9818
Perú,Puno,Moho,Conima,210902,3220
Perú,Puno,Moho,Huayrapata,210903,2191
Perú,Puno,Moho,Tilali,210904,2432
Perú,Puno,San Antonio De Putina,Putina,211001,12483
Perú,Puno,San Antonio De Putina,Ananea,211002,9857
Perú,Puno,San Antonio De Putina,Pedro Vilca Apaza,211003,1784
Perú,Puno,San Antonio De Putina,Quilcapuncu,211004,5609
Perú,Puno,San Antonio De Putina,Sina,211005,1935
Perú,Puno,San Román,Juliaca,211101,262477
Perú,Puno,San Román,Cabana,211102,5644
Perú,Puno,San Román,Cabanillas,211103,4011
Perú,Puno,San Román,Caracoto,211104,7671
Perú,Puno,San Román,San Miguel,211105,78746
Perú,Puno,Sandia,Sandia,211201,11105
Perú,Puno,Sandia,Cuyocuyo,211202,5581
Perú,Puno,Sandia,Limbani,211203,2955
Perú,Puno,Sandia,Patambuco,211204,4049
Perú,Puno,Sandia,Phara,211205,6421
Perú,Puno,Sandia,Quiaca,211206,2270
Perú,Puno,Sandia,San Juan Del Oro,211207,2383
Perú,Puno,Sandia,Yanahuaya,211208,1949
Perú,Puno,Sandia,Alto Inambari,211209,7210
Perú,Puno,Sandia,San Pedro De Putina Punco,211210,9739
Perú,Puno,Yunguyo,Yunguyo,211301,24046
Perú,Puno,Yunguyo,Anapia,211302,1627
Perú,Puno,Yunguyo,Copani,211303,4859
Perú,Puno,Yunguyo,Cuturapi,211304,1297
Perú,Puno,Yunguyo,Ollaraya,211305,2176
Perú,Puno,Yunguyo,Tinicachi,211306,754
Perú,Puno,Yunguyo,Unicachi,211307,598
